num_containers,timestamp
6942,1681319519
10065,1683070061
11459,1695182005
10615,1681844312
7905,1678482019
7526,1670712420
3887,1678419978
11898,1665101978
14588,1675476572
2255,1668786965
5835,1675027102
2218,1688741275
14253,1688461933
7021,1664712913
10785,1688412295
12953,1686357172
7613,1687131683
13200,1685264328
7372,1685093602
3900,1673731172
9794,1693791825
8521,1676255723
10699,1695267411
11853,1664840250
10467,1691336197
2058,1691154340
3056,1689185573
4263,1667102383
3006,1667976059
9476,1666089054
889,1669156454
7778,1667957101
10012,1680812228
6406,1673770067
1245,1684074674
12851,1686943914
1225,1674741994
5772,1682440514
14403,1670331976
13048,1695435374
2358,1672096452
3007,1684791141
1021,1690207118
1882,1694950941
7996,1694937561
3170,1687675852
8619,1679296023
1415,1684246741
10582,1693442941
13684,1692742911
10956,1694427938
5132,1693683662
4279,1693301537
12938,1690217718
867,1695005702
14236,1678087316
14403,1688539962
926,1679089789
7693,1674880336
8514,1666780913
2956,1669583543
4482,1672433965
2750,1684199475
3642,1682116921
13784,1680159153
12729,1690090476
7348,1674982020
2972,1688240625
4204,1678728000
8508,1669692762
11337,1687696942
13889,1676986594
11818,1683234961
11823,1670363061
756,1691930179
10098,1690590954
3672,1690369240
9736,1675372422
6918,1672739821
4242,1672375130
9882,1683957002
1846,1672845920
2097,1673642759
13640,1687749308
8608,1687680940
14088,1673938999
10037,1682410143
5805,1675524113
3946,1678744703
8325,1675710953
13709,1693226295
4658,1686179462
7520,1681025775
4643,1686805304
9189,1671321093
9886,1685759357
11548,1690907405
12813,1677688567
7831,1672178777
11483,1672910174
14168,1666769334
6076,1670063873
5022,1672031825
12513,1684407811
1939,1669659614
14180,1680454885
10428,1665757677
5460,1670048418
6760,1665402558
12332,1680731864
13635,1679832945
3187,1671123910
8497,1691747100
5255,1691806106
3511,1670882938
2665,1691374113
10759,1694005584
11709,1678375325
3222,1681026783
9624,1678573114
14523,1688040058
4249,1677430330
12307,1690029951
7484,1666906624
9018,1678663442
1403,1667221494
10195,1689803446
1860,1677179037
10379,1683249428
12665,1673614112
3719,1678467555
2581,1686290436
2586,1684092179
1852,1695260243
12632,1695254645
5084,1695993868
1180,1679328634
6567,1675337755
10295,1677424799
11156,1687570747
5603,1675035853
8521,1689596847
1229,1688324033
9774,1686195371
9506,1693785906
6105,1668753351
10532,1665189777
6497,1686671206
7573,1669203002
4027,1680052183
3411,1672529268
2571,1674324742
11727,1667708925
12115,1695974528
6616,1681639662
7498,1684045732
14002,1672472730
14080,1669038550
8944,1669312323
1909,1674404507
10873,1668453197
7697,1671063146
3051,1666324192
992,1692822278
1562,1692044055
9407,1695262064
13288,1692800933
6633,1667845959
4758,1676484743
12463,1680920652
7048,1677755726
10309,1687251976
13430,1692556837
14075,1686802507
9900,1668664864
4319,1686699695
10321,1687080565
10596,1686083439
13685,1676900765
2077,1693820880
14225,1689692187
5112,1673643527
7259,1680904769
13945,1692955367
14795,1680634395
10632,1689726041
11143,1690334575
10730,1681677814
11517,1696002257
1879,1692172472
4999,1680879863
14395,1678090446
1269,1679788922
10011,1664917915
2198,1690146331
4377,1686600349
1252,1672385222
7754,1665317668
2607,1678346661
9322,1685884469
7436,1668202538
2193,1679298872
2315,1684314996
6567,1674206247
6097,1666154508
10703,1690622557
8029,1689013533
5050,1670648836
9257,1680032119
2490,1685881193
2508,1678683209
6444,1667216605
7857,1665470129
14409,1688877538
4634,1665968489
9983,1694323269
1158,1672287650
11547,1683561311
8743,1675037150
14795,1689192176
8122,1686795781
4569,1667412228
8400,1693645487
7692,1679470221
12424,1685826592
14984,1678325891
14146,1691193527
6194,1685482082
1672,1686507865
12622,1685070225
4350,1693171495
7323,1681918291
9511,1692461362
3249,1684722790
7538,1675357396
7469,1679429371
2854,1671904565
2556,1691895356
13309,1668505470
13096,1675078262
11352,1682754681
12686,1672749940
10001,1684570655
6678,1673532854
14279,1676715154
1143,1684724789
12100,1679059735
6277,1682685096
10621,1676097490
10655,1671153383
2963,1693318402
1531,1675223558
4658,1683979720
11976,1668501801
1588,1678370606
2009,1671616415
14628,1675055073
12263,1669340225
2809,1685519376
6630,1688078697
13823,1677980038
10218,1680532055
7281,1685868629
10757,1680233518
1828,1676382557
6354,1674042989
1891,1690345548
9966,1686512719
12206,1676799122
2244,1692765773
4600,1681382533
8405,1683751236
4856,1675535470
9780,1667900925
1222,1668363318
12917,1684746710
4439,1686997034
4510,1669283745
7415,1688562305
12512,1686503853
14235,1671461070
12254,1693415791
10063,1669005030
4703,1667685762
10240,1695558758
4351,1685742468
3579,1674344153
2133,1672463047
8267,1683297761
2351,1670648730
720,1686174809
7113,1690134288
8909,1667474082
7994,1677334998
1674,1681734231
10778,1678703833
11447,1665067536
7399,1665850820
1413,1683937045
7140,1682885391
6212,1675513760
14984,1683704518
4941,1667987918
6131,1671015705
7070,1672734369
14180,1670298606
6111,1687259253
13039,1677380801
3864,1688737523
5161,1692074176
11995,1672798527
4733,1678638462
2774,1664651633
10872,1667132334
13135,1675302558
3314,1664758595
10094,1677862270
14155,1689362660
5893,1692613156
2609,1673786550
9053,1671471288
1675,1680327337
8559,1687924647
2776,1669602246
6990,1672677502
6860,1666331006
7309,1674445207
7996,1679081317
10801,1670426136
14591,1678137720
14954,1692213745
2185,1671277996
4769,1667866302
8476,1692572478
6280,1676402683
9467,1678573637
13461,1681883583
11746,1670167807
4899,1679646440
2488,1688305867
7414,1685730697
2689,1668796340
11639,1685533133
10928,1676049065
9521,1665578136
2637,1684385411
7406,1692159049
4437,1673432601
1397,1674773739
11778,1671840231
13595,1684216241
9623,1674781753
13979,1673747238
7442,1688028907
4539,1690545899
7943,1680950928
766,1692625986
1066,1687949393
2893,1675221433
9966,1693625378
12269,1672865734
6679,1677265379
4735,1677870084
2445,1675580216
8154,1683870804
7562,1669616102
3873,1664543402
855,1681298171
9389,1686702466
10861,1672732283
10417,1669962249
2758,1678511815
7123,1688813289
12250,1677544591
9035,1671919857
6035,1688720841
12803,1673255165
755,1677497684
9721,1678810908
3526,1665117128
11397,1669808406
12329,1664942483
14486,1667828923
10413,1672002402
7330,1695797268
2653,1690813710
1663,1665410195
11834,1674041834
7416,1689908223
12776,1691111525
10262,1670769475
10211,1678650361
11304,1675955993
1135,1682798211
8545,1665415992
13188,1687705415
10500,1676334286
2739,1669097892
10997,1675781452
2466,1667127620
8707,1684708940
2104,1694388908
9168,1668927110
13727,1668862230
12711,1695504112
8997,1676327662
14482,1693184250
3909,1680469099
6966,1685910548
9481,1686680266
8055,1678133006
14545,1667610676
13123,1687194878
8225,1690426873
10308,1692478307
7338,1695576862
2626,1666204049
9757,1671289889
3663,1689694070
12450,1675980834
2692,1669002229
4808,1677234918
14223,1678120746
2661,1694410173
12075,1682989292
14055,1664967171
12451,1664805723
2119,1691354496
11841,1666468684
8091,1676802608
13395,1695404312
13743,1674584571
2752,1671590034
3154,1687768070
10928,1687828722
7691,1673185896
14131,1680670930
9555,1669494794
11907,1689864070
11638,1669220056
3792,1682096458
5011,1692242541
11723,1690625556
734,1670371103
1012,1682070157
2752,1679105739
13340,1665487952
7184,1693266792
12281,1684754795
12995,1687471373
10517,1686358737
11839,1695669982
5985,1672022754
7764,1688351292
13689,1684041518
3409,1686979115
10488,1677491052
4196,1675004250
10755,1665582505
6830,1678677316
9800,1676080495
1790,1682140264
11745,1675661707
10222,1691749587
4922,1682073533
1852,1666483108
14811,1675011752
4321,1674962120
2570,1689523943
10976,1689239645
8467,1678798183
8933,1669225842
13179,1683825445
9363,1683316362
6132,1667443881
7702,1673382897
6257,1673643011
6317,1668233581
13050,1665800393
13675,1688716186
6570,1690036009
8756,1670718229
7977,1680815149
7752,1688152841
8757,1683687899
12422,1679476161
8031,1682546416
4874,1688767862
14159,1665695706
6735,1683211865
7655,1666284110
1522,1675341421
6587,1674699077
10233,1676803385
12728,1691872728
13970,1665630363
11233,1690200254
4949,1689601980
12034,1678964602
10413,1682191432
1541,1683416992
3944,1668583709
7853,1678381848
4809,1694136249
7350,1678889663
7967,1677536757
6224,1674568329
8675,1684302933
11961,1677258174
10287,1678646734
8714,1682771950
13064,1693300919
5750,1666611008
7505,1687379298
4777,1694848976
11693,1675740323
3908,1670476424
5971,1670173858
6925,1680685795
9995,1687141544
8742,1682274548
13045,1670736373
7939,1678132242
13556,1691459795
13754,1673725400
12766,1691994984
12012,1686279685
5796,1695251775
2446,1682428301
5131,1680469885
1565,1674170601
9389,1685292694
7760,1667349609
4262,1692044515
6064,1683259007
13031,1683644717
11871,1694522914
2963,1689299595
2611,1664885208
3621,1679367373
14029,1688851327
11162,1673386964
14716,1677464963
12248,1685620146
11064,1684674592
1234,1687741671
7993,1679170660
11031,1667124446
10989,1675806510
13718,1685406386
8460,1685325380
7805,1692995639
3028,1669863681
13091,1671304986
9969,1671002089
12433,1666933290
853,1673229669
8480,1695704359
1702,1672589250
1981,1669075227
6153,1694167648
9045,1690425296
6981,1666360158
4189,1664904447
13694,1665365399
14089,1677112517
11601,1692052983
14477,1668371267
1028,1673289044
11804,1683992317
1105,1678425315
10023,1677494000
10830,1682916159
8771,1683225164
13566,1694559602
3721,1681874052
6126,1673036807
10489,1680288825
14405,1676521350
1886,1693646607
12071,1674304257
10784,1674652101
10858,1675181692
2316,1693735572
12226,1674755410
5139,1692504711
10920,1666590406
2564,1671763607
14415,1690581075
11807,1669079638
1303,1692243738
11376,1687871761
11954,1677728991
5399,1693167651
10319,1683988673
4363,1678076775
6570,1690508531
13470,1666636079
3900,1691504589
14738,1683001986
10063,1688210535
9412,1669751606
6081,1681669548
2220,1691961511
5140,1681722465
4044,1676801424
1823,1680215224
11218,1684656697
6878,1687358555
14646,1679953569
863,1665708649
9902,1685504019
11067,1676343100
3703,1670475776
7018,1675726036
6174,1667253329
7366,1682986493
11693,1675121030
7023,1687303782
11889,1685749706
14292,1673203216
2142,1671660874
11231,1672719574
12468,1665751369
11313,1686223281
4654,1694664685
14149,1670850925
13629,1682256880
9577,1676449910
13723,1686307010
9240,1670956753
9420,1676069491
12743,1669951438
2659,1666899940
4671,1670799390
7604,1666778844
9241,1672723371
4021,1666066119
3419,1677856310
12815,1684740964
7302,1666305214
2223,1685475151
1429,1695532040
8344,1695290973
2804,1693073927
8607,1669575581
11252,1669163213
7903,1680956177
3345,1680088158
12986,1687912785
13396,1692838411
11502,1694741392
1612,1676787044
7390,1691595057
7970,1680103752
6168,1688867358
1620,1689910040
3669,1684266418
1943,1692305789
1708,1693751456
6149,1683993392
9262,1688756355
4692,1679195914
11774,1672052549
11681,1686542531
8639,1672725158
9229,1668949608
3340,1682080879
9102,1676373559
9972,1684175224
6554,1694472918
8866,1681964674
9975,1668230159
9876,1695141026
2577,1664661323
7533,1675082344
3649,1673073642
13116,1684221066
11079,1694235915
13738,1686544971
2719,1673710589
5347,1682369279
8932,1689886172
14032,1679282970
9406,1675875355
8756,1669121210
4220,1668114356
10463,1692081791
1812,1694125826
4476,1668200862
10712,1677076786
6144,1688049172
14911,1681768975
11026,1692125215
8773,1683747489
10752,1668156784
9957,1680077074
12642,1665415097
4946,1695148662
1653,1685948624
8098,1676480779
952,1682601030
9724,1665667111
7831,1686926119
3790,1693381237
6445,1682546859
2243,1692895554
1688,1686427875
4603,1685271808
14659,1683265903
9340,1690872737
8752,1687430088
8871,1674673874
4385,1666151205
8962,1676229796
8230,1678825494
9099,1679762810
13875,1689730248
2578,1667847282
3281,1669928234
12440,1688873870
7893,1674834052
1477,1666487273
6975,1675526035
8374,1677630038
13353,1678829624
5735,1685270707
3660,1673357298
11365,1691565689
12556,1672255895
12375,1668157241
4163,1669394189
2897,1693584999
11188,1686245922
6787,1695227051
9474,1677560640
5635,1671909881
1128,1675819164
14818,1694280036
12795,1690352523
704,1667208734
2539,1666878467
3587,1693588606
4544,1675065975
2001,1665703231
12283,1666086388
5510,1665059155
10332,1669559318
10283,1689222675
4619,1665688177
5809,1680155514
5527,1685455591
6114,1674474839
8248,1677098107
2108,1670073192
11437,1692410907
897,1684913474
1566,1676949132
11664,1675107821
6033,1666705788
5048,1671717152
5182,1678491023
2295,1680393883
13303,1669493678
11325,1666324878
9917,1672028349
5395,1671970774
1128,1671614073
14787,1685114683
12926,1686284299
761,1691225205
11734,1675770613
9888,1675341349
7010,1667192467
9504,1670320558
10765,1689011765
12805,1691875549
12576,1682279093
6371,1666451797
2859,1684731788
1647,1668904589
935,1683641725
6600,1693336928
11978,1664822631
6752,1679864160
6999,1695220383
13013,1696013653
4713,1672109673
14818,1677697100
7129,1675865536
7455,1690736025
6386,1677008184
7352,1692025921
1333,1671779553
7838,1670984862
11076,1670870588
5383,1666053986
707,1685234802
7197,1686285507
5201,1693760819
3246,1691169590
12953,1693067129
4736,1682607197
1024,1671805961
3023,1694446507
6891,1679858245
10197,1679539386
8164,1671217566
9797,1676393470
2845,1671048456
14900,1683867743
3385,1682795449
4472,1695179086
6121,1681557798
8421,1677860740
2671,1683851354
2581,1684293460
11203,1668399374
892,1674072697
2924,1667023536
10838,1669047856
2168,1677136747
14434,1685744554
4295,1668361270
12838,1693576617
2175,1667500624
4919,1673678422
1359,1673326953
8004,1681714540
9253,1672386045
1098,1669137764
1130,1690763231
5777,1693822641
4282,1679296279
4345,1666793650
11722,1674440854
14473,1679287352
8287,1688147473
5975,1669361637
7942,1687172659
5907,1664588137
9785,1665277813
12521,1678102503
704,1676325374
14126,1693275347
8481,1681100961
3929,1681592441
1797,1667307195
5995,1673856184
2348,1681173694
4307,1670411198
11778,1665924616
12610,1678913438
8322,1685315528
1934,1682749946
2115,1692683572
2015,1672251376
12405,1674236138
11227,1681973678
738,1674966533
2172,1694572625
10761,1666438187
6269,1667547289
